Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords
"Hall E.K., Bernhardt E.S., Bier R.L., Bradford M.A., Boot C.M., Cotner J.B., del Giorgio P.A., Evans S.E., Graham E.B., Jones S.E., Lennon J.T., Locey K.J., Nemergut D., Osborne B.B., Rocca J.D., Schimel J.P., Waldrop M.P., Wallenstein M.D.",Understanding how microbiomes influence the systems they inhabit,2018,Nature Microbiology,3,9,,977,982,119,10.1038/s41564-018-0201-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052211728&doi=10.1038%2fs41564-018-0201-z&partnerID=40&md5=0864a5875f1bfb3a58a7eeccb4bb281e,"Translating the ever-increasing wealth of information on microbiomes (environment, host or built environment) to advance our understanding of system-level processes is proving to be an exceptional research challenge. One reason for this challenge is that relationships between characteristics of microbiomes and the system-level processes that they influence are often evaluated in the absence of a robust conceptual framework and reported without elucidating the underlying causal mechanisms. The reliance on correlative approaches limits the potential to expand the inference of a single relationship to additional systems and advance the field. We propose that research focused on how microbiomes influence the systems they inhabit should work within a common framework and target known microbial processes that contribute to the system-level processes of interest. Here, we identify three distinct categories of microbiome characteristics (microbial processes, microbial community properties and microbial membership) and propose a framework to empirically link each of these categories to each other and the broader system-level processes that they affect. We posit that it is particularly important to distinguish microbial community properties that can be predicted using constituent taxa (community-aggregated traits) from those properties that cannot currently be predicted using constituent taxa (emergent properties). Existing methods in microbial ecology can be applied to more explicitly elucidate properties within each of these three categories of microbial characteristics and connect them with each other. We view this proposed framework, gleaned from a breadth of research on environmental microbiomes and ecosystem processes, as a promising pathway with the potential to advance discovery and understanding across a broad range of microbiome science. © 2018, The Author(s).",,"ecology; human; microbial community; microbiome; nonhuman; review; bacterium; classification; ecosystem; growth, development and aging; metabolism; microflora; physiology; Bacteria; Ecosystem; Microbiota"
"Harden J.W., Hugelius G., Ahlström A., Blankinship J.C., Bond-Lamberty B., Lawrence C.R., Loisel J., Malhotra A., Jackson R.B., Ogle S., Phillips C., Ryals R., Todd-Brown K., Vargas R., Vergara S.E., Cotrufo M.F., Keiluweit M., Heckman K.A., Crow S.E., Silver W.L., DeLonge M., Nave L.E.","Networking our science to characterize the state, vulnerabilities, and management opportunities of soil organic matter",2018,Global Change Biology,24,2,,e705,e718,75,10.1111/gcb.13896,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030627756&doi=10.1111%2fgcb.13896&partnerID=40&md5=f8ffa7a2779de4db6b2379417f1b586c,"Soil organic matter (SOM) supports the Earth's ability to sustain terrestrial ecosystems, provide food and fiber, and retains the largest pool of actively cycling carbon. Over 75% of the soil organic carbon (SOC) in the top meter of soil is directly affected by human land use. Large land areas have lost SOC as a result of land use practices, yet there are compensatory opportunities to enhance productivity and SOC storage in degraded lands through improved management practices. Large areas with and without intentional management are also being subjected to rapid changes in climate, making many SOC stocks vulnerable to losses by decomposition or disturbance. In order to quantify potential SOC losses or sequestration at field, regional, and global scales, measurements for detecting changes in SOC are needed. Such measurements and soil-management best practices should be based on well established and emerging scientific understanding of processes of C stabilization and destabilization over various timescales, soil types, and spatial scales. As newly engaged members of the International Soil Carbon Network, we have identified gaps in data, modeling, and communication that underscore the need for an open, shared network to frame and guide the study of SOM and SOC and their management for sustained production and climate regulation. © 2017 The Authors. Global Change Biology Published by John Wiley & Sons Ltd",agricultural practices; C cycling; C sequestration; global CO2; network; soil; soil carbon; soil management,"agricultural practice; carbon cycle; carbon dioxide; carbon sequestration; management practice; organic carbon; soil carbon; soil management; soil organic matter; carbon; agriculture; carbon cycle; carbon sequestration; chemistry; climate; climate change; ecosystem; factual database; international cooperation; soil; theoretical model; Agriculture; Carbon; Carbon Cycle; Carbon Sequestration; Climate; Climate Change; Databases, Factual; Ecosystem; International Cooperation; Models, Theoretical; Soil"
"Harvey J., Gooseff M.",River corridor science: Hydrologic exchange and ecological consequences from bedforms to basins,2015,Water Resources Research,51,9,,6893,6922,244,10.1002/2015WR017617,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944346064&doi=10.1002%2f2015WR017617&partnerID=40&md5=762e2970ec69be9dd874ff696f28f598,"Previously regarded as the passive drains of watersheds, over the past 50 years, rivers have progressively been recognized as being actively connected with off-channel environments. These connections prolong physical storage and enhance reactive processing to alter water chemistry and downstream transport of materials and energy. Here we propose river corridor science as a concept that integrates downstream transport with lateral and vertical exchange across interfaces. Thus, the river corridor, rather than the wetted river channel itself, is an increasingly common unit of study. Main channel exchange with recirculating marginal waters, hyporheic exchange, bank storage, and overbank flow onto floodplains are all included under a broad continuum of interactions known as ""hydrologic exchange flows."" Hydrologists, geomorphologists, geochemists, and aquatic and terrestrial ecologists are cooperating in studies that reveal the dynamic interactions among hydrologic exchange flows and consequences for water quality improvement, modulation of river metabolism, habitat provision for vegetation, fish, and wildlife, and other valued ecosystem services. The need for better integration of science and management is keenly felt, from testing effectiveness of stream restoration and riparian buffers all the way to reevaluating the definition of the waters of the United States to clarify the regulatory authority under the Clean Water Act. A major challenge for scientists is linking the small-scale physical drivers with their larger-scale fluvial and geomorphic context and ecological consequences. Although the fine scales of field and laboratory studies are best suited to identifying the fundamental physical and biological processes, that understanding must be successfully linked to cumulative effects at watershed to regional and continental scales. © 2015. American Geophysical Union. All Rights Reserved.",floodplains; groundwater-surface water interactions; hyporheic zone; riparian zone; river water quality; stream ecology,Aquatic ecosystems; Ecology; Ecosystems; Floods; Groundwater; Integration testing; Laws and legislation; Stream flow; Surface waters; Water quality; Water resources; Flood-plains; Ground water-surface water interactions; Hyporheic zone; Riparian zones; River water quality; Stream Ecology; Rivers; bedform; drainage; ecological approach; floodplain; groundwater-surface water interaction; hyporheic zone; laboratory method; restoration ecology; riparian zone; river basin; river channel; stream; water chemistry; water flow; water quality; watershed
"Heris M., Bagstad K.J., Rhodes C., Troy A., Middel A., Hopkins K.G., Matuszak J.",Piloting urban ecosystem accounting for the United States,2021,Ecosystem Services,48,,101226,,,12,10.1016/j.ecoser.2020.101226,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100107119&doi=10.1016%2fj.ecoser.2020.101226&partnerID=40&md5=fa7ccc42cf9009232466016268b040d4,"In this study, we develop urban ecosystem accounts in the U.S., using the System of Environmental-Economic Accounting Experimental Ecosystem Accounting (SEEA EEA) framework. Most ecosystem accounts focus on regional and national scales, which are appropriate for many ecosystem services. However, ecosystems provide substantial services in cities, improving quality of life and contributing to resiliency for substantial parts of the population. Our models estimate energy savings for indoor cooling resulting from heat mitigated by trees and rainfall intercepted by trees. Both models cover major cities in the contiguous U.S. and report the results through physical supply and use tables for multiple accounting periods (2011 and 2016). Using conservative assumptions, urban trees provide substantial heat mitigation (4,098 and 4,229 GWh, valued at $523 and $539 million in 2011 and 2016, respectively) and rainfall interception (2,422 and 2,627 million m3, valued at $434 and $425 million for 2011 and 2016, respectively). Interannual differences largely reflect variations in weather patterns. Our work shows how Earth observation data can support urban ecosystem accounting. We provide model code within a public repository to facilitate model runs elsewhere, enabling the SEEA EEA and Earth observation user communities to reuse our models and provide feedback for improvement. © 2020",Experimental ecosystem accounting; Rainfall interception; System of environmental-economic accounting; Urban ecosystem services; Urban heat mitigation; Urban trees,
"Jackson A., Evers D.C., Eagles-Smith C.A., Ackerman J.T., Willacker J.J., Elliott J.E., Lepak J.M., Vander Pol S.S., Bryan C.E.",Mercury risk to avian piscivores across western United States and Canada,2016,Science of the Total Environment,568,,,685,696,28,10.1016/j.scitotenv.2016.02.197,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961219418&doi=10.1016%2fj.scitotenv.2016.02.197&partnerID=40&md5=81c673f51964e4aa8ba69bea4da09315,"The widespread distribution of mercury (Hg) threatens wildlife health, particularly piscivorous birds. Western North America is a diverse region that provides critical habitat to many piscivorous bird species, and also has a well-documented history of mercury contamination from legacy mining and atmospheric deposition. The diversity of landscapes in the west limits the distribution of avian piscivore species, complicating broad comparisons across the region. Mercury risk to avian piscivores was evaluated across the western United States and Canada using a suite of avian piscivore species representing a variety of foraging strategies that together occur broadly across the region. Prey fish Hg concentrations were size-adjusted to the preferred size class of the diet for each avian piscivore (Bald Eagle = 36 cm, Osprey = 30 cm, Common and Yellow-billed Loon = 15 cm, Western and Clark's Grebe = 6 cm, and Belted Kingfisher = 5 cm) across each species breeding range. Using a combination of field and lab-based studies on Hg effect in a variety of species, wet weight blood estimates were grouped into five relative risk categories including: background (< 0.5 ?g/g), low (0.5–1 ?g/g), moderate (1–2 ?g/g), high (2–3 ?g/g), and extra high (> 3 ?g/g). These risk categories were used to estimate potential mercury risk to avian piscivores across the west at a 1 degree-by-1 degree grid cell resolution. Avian piscivores foraging on larger-sized fish generally were at a higher relative risk to Hg. Habitats with a relatively high risk included wetland complexes (e.g., prairie pothole in Saskatchewan), river deltas (e.g., San Francisco Bay, Puget Sound, Columbia River), and arid lands (Great Basin and central Arizona). These results indicate that more intensive avian piscivore sampling is needed across Western North America to generate a more robust assessment of exposure risk. © 2016 Elsevier B.V.",Bioindicator; Fish; Methylmercury; Risk assessment,"Animals; Biomarkers; Birds; Ecosystems; Fish; Mercury (metal); Meteorological problems; Risk perception; Atmospheric depositions; Hg concentrations; Mercury contamination; Methyl mercury; Piscivorous birds; Prairie potholes; San Francisco Bay; Western United States; Risk assessment; fresh water; mercury; mercury; bioindicator; bird; fish; mercury (element); methylmercury; piscivore; risk assessment; Aechmophorus clarkii; Aechmophorus occidentalis; Article; bioaccumulation; bird; Canada; controlled study; foraging; Gavia adamsii; Haliaeetus leucocephalus; Megaceryle alcyon; nonhuman; Pandion haliaetus; piscivore; priority journal; risk assessment; risk factor; species habitat; United States; water contamination; water sampling; analysis; animal; blood; chemistry; environmental exposure; environmental monitoring; factual database; fish; food chain; growth, development and aging; liver; ovum; prevention and control; risk assessment; water pollutant; Canada; United States; Aves; Animals; Birds; Canada; Databases, Factual; Environmental Exposure; Environmental Monitoring; Fishes; Food Chain; Liver; Mercury; Northwestern United States; Ovum; Risk Assessment; Water Pollutants, Chemical"
"Kakouei K., Kraemer B.M., Anneville O., Carvalho L., Feuchtmayr H., Graham J.L., Higgins S., Pomati F., Rudstam L.G., Stockwell J.D., Thackeray S.J., Vanni M.J., Adrian R.",Phytoplankton and cyanobacteria abundances in mid-21st century lakes depend strongly on future land use and climate projections,2021,Global Change Biology,27,24,,6409,6422,10,10.1111/gcb.15866,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115074503&doi=10.1111%2fgcb.15866&partnerID=40&md5=e8f477ed328330b9139b07114dbe40d7,"Land use and climate change are anticipated to affect phytoplankton of lakes worldwide. The effects will depend on the magnitude of projected land use and climate changes and lake sensitivity to these factors. We used random forests fit with long-term (1971–2016) phytoplankton and cyanobacteria abundance time series, climate observations (1971–2016), and upstream catchment land use (global Clumondo models for the year 2000) data from 14 European and 15 North American lakes basins. We projected future phytoplankton and cyanobacteria abundance in the 29 focal lake basins and 1567 lakes across focal regions based on three land use (sustainability, middle of the road, and regional rivalry) and two climate (RCP 2.6 and 8.5) scenarios to mid-21st century. On average, lakes are expected to have higher phytoplankton and cyanobacteria due to increases in both urban land use and temperature, and decreases in forest habitat. However, the relative importance of land use and climate effects varied substantially among regions and lakes. Accounting for land use and climate changes in a combined way based on extensive data allowed us to identify urbanization as the major driver of phytoplankton development in lakes located in urban areas, and climate as major driver in lakes located in remote areas where past and future land use changes were minimal. For approximately one-third of the studied lakes, both drivers were relatively important. The results of this large scale study suggest the best approaches for mitigating the effects of human activity on lake phytoplankton and cyanobacteria will depend strongly on lake sensitivity to long-term change and the magnitude of projected land use and climate changes at a given location. Our quantitative analyses suggest local management measures should focus on retaining nutrients in urban landscapes to prevent nutrient pollution from exacerbating ongoing changes to lake ecosystems from climate change. © 2021 The Authors. Global Change Biology published by John Wiley & Sons Ltd.",climate change; cyanobacteria; forecast; freshwater lakes; land use change; machine learning; phytoplankton,abundance; climate change; climate prediction; cyanobacterium; forecasting method; lake ecosystem; land use change; machine learning; phytoplankton; Europe; North America; Cyanobacteria; climate change; cyanobacterium; ecosystem; human; lake; phytoplankton; Climate Change; Cyanobacteria; Ecosystem; Humans; Lakes; Phytoplankton
"Knox S.H., Bansal S., McNicol G., Schafer K., Sturtevant C., Ueyama M., Valach A.C., Baldocchi D., Delwiche K., Desai A.R., Euskirchen E., Liu J., Lohila A., Malhotra A., Melling L., Riley W., Runkle B.R.K., Turner J., Vargas R., Zhu Q., Alto T., Fluet-Chouinard E., Goeckede M., Melton J.R., Sonnentag O., Vesala T., Ward E., Zhang Z., Feron S., Ouyang Z., Alekseychik P., Aurela M., Bohrer G., Campbell D.I., Chen J., Chu H., Dalmagro H.J., Goodrich J.P., Gottschalk P., Hirano T., Iwata H., Jurasinski G., Kang M., Koebsch F., Mammarella I., Nilsson M.B., Ono K., Peichl M., Peltola O., Ryu Y., Sachs T., Sakabe A., Sparks J.P., Tuittila E.-S., Vourlitis G.L., Wong G.X., Windham-Myers L., Poulter B., Jackson R.B.",Identifying dominant environmental predictors of freshwater wetland methane fluxes across diurnal to seasonal time scales,2021,Global Change Biology,27,15,,3582,3604,25,10.1111/gcb.15661,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106753544&doi=10.1111%2fgcb.15661&partnerID=40&md5=f0fa21d4b894fc4972fd2fbd19f9efab,"While wetlands are the largest natural source of methane (CH4) to the atmosphere, they represent a large source of uncertainty in the global CH4 budget due to the complex biogeochemical controls on CH4 dynamics. Here we present, to our knowledge, the first multi-site synthesis of how predictors of CH4 fluxes (FCH4) in freshwater wetlands vary across wetland types at diel, multiday (synoptic), and seasonal time scales. We used several statistical approaches (correlation analysis, generalized additive modeling, mutual information, and random forests) in a wavelet-based multi-resolution framework to assess the importance of environmental predictors, nonlinearities and lags on FCH4 across 23 eddy covariance sites. Seasonally, soil and air temperature were dominant predictors of FCH4 at sites with smaller seasonal variation in water table depth (WTD). In contrast, WTD was the dominant predictor for wetlands with smaller variations in temperature (e.g., seasonal tropical/subtropical wetlands). Changes in seasonal FCH4 lagged fluctuations in WTD by ~17 ± 11 days, and lagged air and soil temperature by median values of 8 ± 16 and 5 ± 15 days, respectively. Temperature and WTD were also dominant predictors at the multiday scale. Atmospheric pressure (PA) was another important multiday scale predictor for peat-dominated sites, with drops in PA coinciding with synchronous releases of CH4. At the diel scale, synchronous relationships with latent heat flux and vapor pressure deficit suggest that physical processes controlling evaporation and boundary layer mixing exert similar controls on CH4 volatilization, and suggest the influence of pressurized ventilation in aerenchymatous vegetation. In addition, 1- to 4-h lagged relationships with ecosystem photosynthesis indicate recent carbon substrates, such as root exudates, may also control FCH4. By addressing issues of scale, asynchrony, and nonlinearity, this work improves understanding of the predictors and timing of wetland FCH4 that can inform future studies and models, and help constrain wetland CH4 emissions. © 2021 John Wiley & Sons Ltd",eddy covariance; generalized additive modeling; lags; methane; mutual information; predictors; random forest; synthesis; time scales; wetlands,atmospheric chemistry; atmospheric pressure; correlation; eddy covariance; emission inventory; freshwater ecosystem; freshwater environment; global perspective; methane; seasonal variation; timescale; water depth; water table; wetland; carbon dioxide; fresh water; methane; ecosystem; season; wetland; Carbon Dioxide; Ecosystem; Fresh Water; Methane; Seasons; Wetlands
"Lapides D.A., Maitland B.M., Zipper S.C., Latzka A.W., Pruitt A., Greve R.",Advancing environmental flows approaches to streamflow depletion management,2022,Journal of Hydrology,607,,127447,,,4,10.1016/j.jhydrol.2022.127447,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123571048&doi=10.1016%2fj.jhydrol.2022.127447&partnerID=40&md5=d001b276f230d1dffee061ee8d50e794,"Groundwater use can reduce streamflow by reducing groundwater flows into streams and/or increasing losses from the stream into the aquifer (‘streamflow depletion’). Streamflow depletion can impact aquatic ecosystems through changes in the availability and temperature of surface water. Regions with a combination of groundwater withdrawals and groundwater-dependent resources therefore require management strategies that respond to the needs of both humans and aquatic ecosystems. Here, we review and evaluate opportunities and challenges for applying an environmental flows approach to streamflow depletion management based on functional flows and the Ecological Limits of Hydrological Alteration (ELOHA) frameworks. We highlight the need for explicit recognition of temperature in streamflow depletion science, especially given the realities of climate change. Using a demonstrative analysis on Wisconsin streams, we show that both the magnitude and variability of streamflow and stream temperatures are likely to be impacted by groundwater withdrawal, with particular impacts on low flows during the baseflow period. Then, we evaluate potential challenges to integrating existing groundwater withdrawal management and environmental flows approaches and provide a pathway to address inherent tensions between these two frameworks. In particular, we find that uncertainty associated with the first two ELOHA steps (setting a baseline and classifying streams) can lead to substantially different estimates of ecological impacts in streamflow depletion contexts. Navigating these tensions requires stakeholder engagement throughout the process of setting acceptable management thresholds to move towards practical, management-focused integration of environmental flows and streamflow depletion science. © 2022 Elsevier B.V.",Environmental flows; Groundwater management; Groundwater-surface water interaction; Stream temperature; Streamflow depletion,Aquatic ecosystems; Aquifers; Climate change; Environmental management; Groundwater flow; Groundwater resources; Rivers; Uncertainty analysis; Water management; Environmental flow; Functional flow; Ground water/surface water interactions; Groundwater management; Groundwater use; Groundwater withdrawal; Hydrological alterations; Management strategies; Stream temperatures; Streamflow depletion; Stream flow; aquifer; baseflow; basin management; stakeholder; streamflow; water temperature; United States; Wisconsin; Wisconsin River
"Larsen L.G., Harvey J.W.",Disrupted carbon cycling in restored and unrestored urban streams: Critical timescales and controls,2017,Limnology and Oceanography,62,,,S160,S182,24,10.1002/lno.10613,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034410740&doi=10.1002%2flno.10613&partnerID=40&md5=301932f89ce621695790cc16e82472b1,"Carbon fixation and respiration in flowing waterways play significant roles in global and regional carbon budgets, yet how land use and watershed management interact with temporal disturbances (storms) to influence metabolism remains poorly understood. Here, we combine long-term with synoptic sampling of metabolism and its variable controls in neighboring watersheds of the Chesapeake Bay to resolve limiting factors and critical timescales associated with recovery from disturbance. We found that, relative to predictions of the river continuum concept, focal streams have “disrupted” carbon cycles, with carbon balances closer to zero, and, in some cases, tighter coupling between gross primary production (GPP) and ecosystem respiration (ER), attributable to carbon limitation. Carbon became limiting to ER where flashy storm hydrographs and simplified channel geomorphology inhibited accumulation of fine sediment. Shannon entropy analysis of timescales revealed that fine sediment served as a time-release capsule for nutrients and carbon over 4–6 months, fueling biogeochemical transformations. Loss of fines through hydraulic disturbance had up to 30-d impacts on GPP and 50-d impacts on ER in the stream with carbon limitation. In contrast, where GPP and ER were not tightly coupled, recovery occurred within 1 d. Results suggest that a complex interplay between nutrient and carbon limitation and mechanical and chemical disturbance governs patterns and consequences of disrupted carbon cycling in urban streams. Carbon limitation and tight GPP/ER coupling enhance the vulnerability of stream ecosystem functions, but best management practices that target stormflow reduction and channel geomorphic diversity can break that coupling and minimize carbon cycle disruptions. © 2017 The Authors Limnology and Oceanography published by Wiley Periodicals, Inc. on behalf of Association for the Sciences of Limnology and Oceanography",,best management practice; carbon budget; carbon cycle; carbon fixation; channel morphology; disturbance; freshwater ecosystem; metabolism; net primary production; respiration; river basin; river channel; stream; vulnerability; watershed; Chesapeake Bay; United States
"Lepak J.M., Hooten M.B., Eagles-Smith C.A., Tate M.T., Lutz M.A., Ackerman J.T., Willacker J.J., Jr, Jackson A.K., Evers D.C., Wiener J.G., Pritz C.F., Davis J.",Assessing potential health risks to fish and humans using mercury concentrations in inland fish from across western Canada and the United States,2016,Science of the Total Environment,571,,,342,354,23,10.1016/j.scitotenv.2016.03.031,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992311859&doi=10.1016%2fj.scitotenv.2016.03.031&partnerID=40&md5=8dba3b791b975feafd587e5d30315836,"Fish represent high quality protein and nutrient sources, but Hg contamination is ubiquitous in aquatic ecosystems and can pose health risks to fish and their consumers. Potential health risks posed to fish and humans by Hg contamination in fish were assessed in western Canada and the United States. A large compilation of inland fish Hg concentrations was evaluated in terms of potential health risk to the fish themselves, health risk to predatory fish that consume Hg contaminated fish, and to humans that consume Hg contaminated fish. The probability that a fish collected from a given location would exceed a Hg concentration benchmark relevant to a health risk was calculated. These exceedance probabilities and their associated uncertainties were characterized for fish of multiple size classes at multiple health-relevant benchmarks. The approach was novel and allowed for the assessment of the potential for deleterious health effects in fish and humans associated with Hg contamination in fish across this broad study area. Exceedance probabilities were relatively common at low Hg concentration benchmarks, particularly for fish in larger size classes. Specifically, median exceedances for the largest size classes of fish evaluated at the lowest Hg concentration benchmarks were 0.73 (potential health risks to fish themselves), 0.90 (potential health risk to predatory fish that consume Hg contaminated fish), and 0.97 (potential for restricted fish consumption by humans), but diminished to essentially zero at the highest benchmarks and smallest fish size classes. Exceedances of benchmarks are likely to have deleterious health effects on fish and limit recommended amounts of fish humans consume in western Canada and the United States. Results presented here are not intended to subvert or replace local fish Hg data or consumption advice, but provide a basis for identifying areas of potential health risk and developing more focused future research and monitoring efforts. © 2016 Elsevier B.V.",Advisory development; Benchmark; Consumption advice; Hierarchical modeling; Monitoring; Size class; Uncertainty,"Aquatic ecosystems; Benchmarking; Contamination; Fish; Health; Monitoring; Probability; Risk assessment; Risks; Uncertainty analysis; Advisory development; Consumption advice; Hierarchical model; Size class; Uncertainty; Health risks; mercury; mercury; benchmarking; concentration (composition); environmental monitoring; food consumption; health risk; inland fishery; mercury (element); animal health; animal tissue; Article; benchmarking; Canada; child; concentration (parameters); environmental monitoring; female; fish; food contamination; food intake; health hazard; human; muscle level; nonhuman; pollution monitoring; predator; priority journal; probability; risk assessment; statistical model; uncertainty; United States; water contamination; analysis; animal; fish; food contamination; male; metabolism; procedures; risk assessment; water pollutant; Canada; United States; Animals; Canada; Environmental Monitoring; Female; Fishes; Food Contamination; Humans; Male; Mercury; Risk Assessment; United States; Water Pollutants, Chemical"
"Letcher B.H., Schueller P., Bassar R.D., Nislow K.H., Coombs J.A., Sakrejda K., Morrissey M., Sigourney D.B., Whiteley A.R., O'Donnell M.J., Dubreuil T.L.","Robust estimates of environmental effects on population vital rates: An integrated capture-recapture model of seasonal brook trout growth, survival and movement in a stream network",2015,Journal of Animal Ecology,84,2,,337,352,74,10.1111/1365-2656.12308,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923133792&doi=10.1111%2f1365-2656.12308&partnerID=40&md5=860177a714a64cc6520d3740684b985a,"Modelling the effects of environmental change on populations is a key challenge for ecologists, particularly as the pace of change increases. Currently, modelling efforts are limited by difficulties in establishing robust relationships between environmental drivers and population responses. We developed an integrated capture-recapture state-space model to estimate the effects of two key environmental drivers (stream flow and temperature) on demographic rates (body growth, movement and survival) using a long-term (11 years), high-resolution (individually tagged, sampled seasonally) data set of brook trout (Salvelinus fontinalis) from four sites in a stream network. Our integrated model provides an effective context within which to estimate environmental driver effects because it takes full advantage of data by estimating (latent) state values for missing observations, because it propagates uncertainty among model components and because it accounts for the major demographic rates and interactions that contribute to annual survival. We found that stream flow and temperature had strong effects on brook trout demography. Some effects, such as reduction in survival associated with low stream flow and high temperature during the summer season, were consistent across sites and age classes, suggesting that they may serve as robust indicators of vulnerability to environmental change. Other survival effects varied across ages, sites and seasons, indicating that flow and temperature may not be the primary drivers of survival in those cases. Flow and temperature also affected body growth rates; these responses were consistent across sites but differed dramatically between age classes and seasons. Finally, we found that tributary and mainstem sites responded differently to variation in flow and temperature. Annual survival (combination of survival and body growth across seasons) was insensitive to body growth and was most sensitive to flow (positive) and temperature (negative) in the summer and fall. These observations, combined with our ability to estimate the occurrence, magnitude and direction of fish movement between these habitat types, indicated that heterogeneity in response may provide a mechanism providing potential resilience to environmental change. Given that the challenges we faced in our study are likely to be common to many intensive data sets, the integrated modelling approach could be generally applicable and useful.",Annual survival; Bayesian modelling; Capture-mark-recapture; Integrated model; Movement; Sensitivity; Stream fish; Stream network; Survival,"age class; Bayesian analysis; demography; environmental effect; freshwater ecosystem; growth modeling; habitat type; mark-recapture method; movement; population modeling; salmonid; streamflow; survival; vulnerability; Salvelinus fontinalis; age; animal; demography; ecosystem; growth, development and aging; physiology; population dynamics; river; salmonine; season; temperature; theoretical model; water flow; Age Factors; Animals; Demography; Ecosystem; Models, Theoretical; Population Dynamics; Rivers; Seasons; Temperature; Trout; Water Movements"
"López-Hoffman L., Chester C.C., Semmens D.J., Thogmartin W.E., Rodríguez-Mcgoffin M.S., Merideth R., Diffendorfer J.E.",Ecosystem Services from Transborder Migratory Species: Implications for Conservation Governance,2017,Annual Review of Environment and Resources,42,,,509,539,43,10.1146/annurev-environ-110615-090119,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031729317&doi=10.1146%2fannurev-environ-110615-090119&partnerID=40&md5=131bd0177f81ea0129db6e5107fdbbdb,"This article discusses the conservation challenges of volant migratory transborder species and conservation governance primarily in North America. Many migratory species provide ecosystem service benefits to society. For example, insectivorous bats prey on crop pests and reduce the need for pesticides; birds and insects pollinate food plants; and birds afford recreational opportunities to hunters and birdwatchers. Migration is driven by the seasonal availability of resources; as resources in one area become seasonally scarce, individuals move to locations where resources have become seasonally abundant. The separation of the annual lifecycle means that species management and governance is often fractured across international borders. Because migratory species depend on habitat in different locations, their ability to provide ecosystem services in one area depends on the spatial subsidies, or support, provided by habitat and ecological processes in other areas. This creates telecouplings, or interconnections across geographic space, of areas such that impacts to the habitat of a migratory species in one location will affect the benefits enjoyed by people in other locations. Information about telecoupling and spatial subsidies can be used to craft new governance arrangements such as Payment for Ecosystem Services programs that target specific stakeholder groups and locations. We illustrate these challenges and opportunities with three North American case studies: the Duck Stamp Program, Mexican free-tailed bats (Tadarida brasiliensis mexicana), and monarch butterflies (Danaus plexippus). © 2017 by Annual Reviews. All rights reserved.",Animal migration; Convention on Migratory Species (CMS); Multinational biodiversity management; Nature's benefits to people; Spatial subsidies; Telecoupling,Biodiversity; Birds; Chemical contamination; Conservation; Ecology; Location; Mammals; Animal migration; Biodiversity managements; Convention on Migratory Species (CMS); Nature's benefits to people; Spatial subsidies; Telecoupling; Ecosystems
"López-Hoffman L., Diffendorfer J., Wiederholt R., Bagstad K.J., Thogmartin W.E., McCracken G., Medellin R.L., Russell A., Semmens D.J.",Operationalizing the telecoupling framework for migratory species using the spatial subsidies approach to examine ecosystem services provided by mexican free-tailed bats,2017,Ecology and Society,22,4,23,,,26,10.5751/ES-09589-220423,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040679476&doi=10.5751%2fES-09589-220423&partnerID=40&md5=584692e965859bda126a38cb44eb53c6,"Drivers of environmental change in one location can have profound effects on ecosystem services and human well-being in distant locations, often across international borders. The telecoupling provides a conceptual framework for describing these interactions—for example, locations can be defined as sending areas (sources of flows of ecosystem services, energy, or information) or receiving areas (recipients of flows). However, the ability to quantify feedbacks between ecosystem change in one area and societal benefits in other areas requires analytical approaches. We use spatial subsidies—an approach developed to measure the degree to which a migratory species’ ability to provide services in one location depends on habitat in another location—as an example of how telecoupling can be operationalized. Using the cotton pest control and ecotourism services of Mexican free-tailed bats as an example, we determined that of the 16 states in the United States and Mexico where the species resides, three states (Texas, New Mexico, and Colorado) are receiving areas, while the rest of the states are sending areas. In addition, the magnitude of spatial subsidy can be used as an indicator of the degree to which different locations are telecoupled to other locations. In this example, the Mexican free-tailed bat ecosystem services to cotton production and ecotourism in Texas and New Mexico are heavily dependent on winter habitat in four states in central and southern Mexico. In sum, spatial subsidies can be used to operationalize the telecoupling conceptual framework by identifying sending and receiving areas, and by indicating the degree to which locations are telecoupled to other locations. © 2017 by the author(s).",Ecosystem services; Mexican free-tailed bats; Pest control; Spatial subsidies; Telecoupled natural-human systems; Telecoupling; Transborder conservation,bat; ecosystem service; ecotourism; environmental change; migratory species; pest control; spatial analysis; Colorado; Mexico [North America]; New Mexico; Texas; United States; Gossypium hirsutum; Molossidae
