"collection"	"year"	"title"	"author"	"journal"	"doi"
"NCEAS"	"2008"	"Compilation and network analyses of cambrian food webs"	"Dunne, Jennifer ; Williams, Richard ; Martinez, Neo ; Wood, Rachel ; Erwin, Douglas"	"PLoS Biology"	"10.1371/journal.pbio.0060102"
"NCEAS"	"2008"	"The evolutionary ecology of metacommunities"	"Urban, Mark ; Leibold, Mathew ; Amarasekare, Priyanga ; De Meester, Luc ; Gomulkiewicz, Richard ; Hochberg, Michael ; Klausmeier, Christopher ; Loeuille, Nicolas ; de Mazancourt, Claire ; Norberg, Jon ; Pantel, Jelena ; Strauss, Sharon ; Vellend, Mark ; Wade, Michael"	"Trends in Ecology and Evolution"	"10.1016/j.tree.2008.02.007"
"NCEAS"	"2008"	"Landscape analysis of the role of N2 fixation in satisfying algal demand for nitrogen in eutrophic lakes"	"Patione, A ; Leavitt, Peter"	"30th Congress of the International Association of Theoretical and Applied Limnology"	"10.1080/03680770.2008.11902145"
"NCEAS"	"2008"	"Daphina control of the spring clear water phase in six polymictic lakes of varying productivity size"	"Droscher, Iris ; Finlay, Kerri ; Patione, A ; Leavitt, Peter"	"30th Congress of the International Association of Theoretical and Applied Limnology"	"10.1080/03680770.2008.11902107"
"NCEAS"	"2009"	"Spatial and temporal synchrony of pCO2 in six hardwater lakes of central Canada"	"Finlay, Kerri ; Wissel, B. ; Leavitt, Peter"	"Verhandlungen des Internationalen Verein Limnologie (Verh. Internat. Verin. Limnol.)"	"10.1111/j.1365-2699.2008.01963.x"
"NCEAS"	"2008"	"Spatial variability of climate and land-use effects on lakes of the northern great plains"	"Pham, Samantha ; Leavitt, Peter ; McGowan, Suzanne ; Peres-Neto, Pedro"	"Limnology and Oceanography"	"10.4319/lo.2008.53.2.0728"
"NCEAS"	"2009"	"Ecosystem-level regulation of boreal lake phytoplankton by ultraviolet radiation"	"Xenopoulos, Marguerite ; Leavitt, Peter ; Schindler, David"	"Canadian Journal of Fisheries and Aquatic Sciences"	"10.1139/F09-119"
"NCEAS"	"2008"	"Salamander evolution across a latitudinal cline in gape-limited predation risk"	"Urban, Mark"	"Oikos"	"10.1111/j.0030-1299.2008.16334.x"
"NCEAS"	"2008"	"Advancing ecological research with ontologies"	"Madin, Joshua ; Bowers, Shawn ; Schildhauer, Mark ; Jones, Matthew"	"Trends in Ecology and Evolution"	"10.1016/j.tree.2007.11.007"
"NCEAS"	"2008"	"Interhemispheric comparison of recruitment to intertidal communities: Pattern persistence and scales of variation"	"Navarrete, Sergio ; Broitman, Bernardo ; Menge, Bruce"	"Ecology"	"10.1890/07-0728.1"
"NCEAS"	"2008"	"Increased avian diversity is associated with lower incidence of human West Nile infection: Observation of the dilution effect"	"Swaddle, John ; Calos, Stavros"	"PLoS ONE"	"10.1371/journal.pone.0002488"
"NCEAS"	"2008"	"A significant upward shift in plant species optimum elevation during the 20th century"	"Lenoir, J. ; Gegout, J. ; Marquet, Pablo ; de Ruffray, P. ; Brisse, H."	"Science"	"10.1126/science.1156831"
"NCEAS"	"2009"	"Symbiont diversity may help coral reefs survive moderate climate change"	"Baskett, Marissa ; Gaines, Steven ; Nisbet, Roger"	"Ecological Applications"	"10.1890/08-0139.1"
"NCEAS"	"2009"	"Diversity in a complex ecological network with two interaction types"	"Melian, Carlos ; Bascompte, Jordi ; Jordano, Pedro ; Krivan, Vlastimil"	"Oikos"	"10.1111/j.1600-0706.2008.16751.x"
"NCEAS"	"2008"	"Current trends in plant and animal population monitoring"	"Marsh, David ; Trenham, Peter"	"Conservation Biology"	"10.1111/j.1523-1739.2008.00927.x"
"NCEAS"	"2008"	"Evaluating anthropogenic threats to the Northwestern Hawaiian Islands"	"Selkoe, Kimberly ; Halpern, Benjamin ; Toonen, Robert"	"Aquatic Conservation-Marine and Freshwater Ecosystems"	"10.1002/aqc.961"
"NCEAS"	"2008"	"Functional diversity responses to changing species richness in reef fish communities"	"Halpern, Benjamin ; Floeter, Sergio"	"Marine Ecology Progress Series"	NA
"NCEAS"	"2008"	"Bang for your buck: Rejection rates and impact factors in ecological journals"	"Aarssen, Lonnie ; Tregenza, Tom ; Budden, Amber ; Lortie, Christopher ; Koricheva, Julia ; Leimu, Roosa"	"Open Ecology Journal"	"10.2174/1874213000801010014"
"NCEAS"	"2008"	"Modeling the growth of individuals in crowded plant populations"	"Damgaard, Christian ; Weiner, Jacob"	"Journal of Plant Ecology"	"10.1093/jpe/rtn008"
"NCEAS"	"2008"	"Balance between facilitation and resource competition determines biomass-density relationships in plant populations"	"Chu, Chengjin ; Maestre, Fernando ; Xiao, Sa ; Weiner, Jacob ; Wang, You-Shi ; Duan, Zheng-Hu ; Wang, Gang"	"Ecology Letters"	"10.1111/j.1461-0248.2008.01228.x"
"NCEAS"	"2008"	"The coevolution of cooperation and dispersal in social groups and its implications for the emergence of multicellularity"	"Hochberg, Michael ; Rankin, Daniel ; Taborsky, Michael"	"BMC Evolutionary Biology"	"10.1186/1471-2148-8-238"
"NCEAS"	"2008"	"Phylogenetic trees and the future of mammalian biodiversity"	"Davies, T. Jonathan ; Fritz, Susanne ; Grenyer, Richard ; Orme, David ; Bielby, Jon ; Bininda-Emonds, Olaf ; Cardillo, Marcel ; Jones, Kate ; Gittleman, John ; Mace, Georgina ; Purvis, Andy"	"Proceedings of the National Academy of Sciences"	"10.1073/pnas.0801917105"
"NCEAS"	"2008"	"The many faces of fear: Comparing the pathways and impacts of nonconsumptive predator effects on prey populations"	"Preisser, Evan ; Bolnick, Daniel"	"PLoS ONE"	"10.1371/journal.pone.0002465"
"NCEAS"	"2007"	"Publication bias and merit in ecology"	"Lortie, Christopher ; Aarssen, Lonnie ; Budden, Amber ; Koricheva, Julia ; Leimu, Roosa ; Tregenza, Tom"	"Oikos"	"10.1111/j.0030-1299.2007.15686.x"
"NCEAS"	"2008"	"Vulnerability of permafrost carbon to climate change: Implications for the global carbon cycle"	"Schuur, Edward ; Bockheim, James ; Canadell, Josep ; Euskirchen, Susanne ; Field, Christopher ; Goryachkin, Sergey ; Hagemann, Stefan ; Kuhry, Peter ; Lafleur, Peter ; Lee, Hanna ; Mazhitova, Galina ; Nelson, Frederick ; Rinke, Annette ; Romanovsky, Vladimir ; Shiklomanov, Nikolay (Kolia) ; Tarnocai, Charles ; Venevsky, Sergey ; Vogel, Jason ; Zimov, Sergei"	"BioScience"	"10.1641/B580807"
"NCEAS"	"2008"	"Species invasions and extinction: The future of native biodiversity on islands"	"Sax, Dov ; Gaines, Steven"	"Proceedings of the National Academy of Sciences"	"10.1073/pnas.0802290105"
"NCEAS"	"2008"	"When predators don't eat their prey: Nonconsumptive predator effects on prey dynamics"	"Preisser, Evan ; Bolnick, Daniel"	"Ecology"	"10.1890/08-0522.1"
"NCEAS"	"2009"	"Loss of functional diversity under land use intensification across multiple taxa"	"Flynn, Dan ; Gogol-Prokurat, Melanie ; Nogeire, Theresa ; Molinari, Nicole ; Richers, Barbara ; Lin, Brenda ; Simpson, Nicholas ; Mayfield, Margaret ; DeClerck, Fabrice"	"Ecology Letters"	"10.1111/j.1461-0248.2008.01255.x"
"NCEAS"	"2008"	"The status of the world's land and marine mammals:  Diversity, threat, and knowledge"	"Schipper, Jan ; Chanson, Janice ; Chiozza, Federica ; Cox, Neil ; Hoffmann, Michael ; Katariya, Vineet ; Lamoreux, John ; Rodrigues, Ana ; Stuart, Simon ; Temple, Helen ; Baillie, Jonathan ; Boitani, Luigi ; Lacher Jr., Thomas ; Mittermeier, Russell ; Smith, Andrew ; Absolon, Daniel ; Aguiar, John ; Amori, Giovanni ; Bakkour, Noura ; Baldi, Ricardo ; Berridge, Richard ; Bielby, Jon ; Black, Patricia ; Blanc, J. Julian ; Brooks, Thomas ; Burton, James ; Butynski, Thomas ; Catullo, Gianluca ; Chapman, Roselle ; Cokeliss, Zoe ; Collen, Ben ; Conroy, Jim ; Cooke, Justin ; da Fonseca, Gustavo ; Derocher, Andrew ; Dublin, Holly ; Duckworth, J. ; Emmons, Louise ; Emslie, Richard ; Festa-Bianchet, Marco ; Foster, Matt ; Foster, Sabrina ; Garshelis, David ; Gates, Cormack ; Gimenez-Dixon, Mariano ; Gonzalez, Susana ; Gonzalez-Maya, Jose Fernando ; Good, Tatjana ; Hammerson, Geoffrey ; Hammond, Philip ; Happold, David ; Happold, Meredith ; Hare, John ; Harris, Richard ; Hawkins, Clare ; Haywood, Mandy ; Heaney, Lawrence ; Hedges, Simon ; Helgen, Kristofer ; Hilton-Taylor, Craig ; Hussain, Syed Ainul ; Ishii, Nobuo ; Jefferson, Thomas ; Jenkins, Richard ; Johnston, Charlotte ; Keith, Mark ; Kingdon, Jonathan ; Knox, David ; Kovacs, Kit ; Langhammer, Penny ; Leus, Kristin ; Lewison, Rebecca ; Lichtenstein, Gabriela ; Lowry, Lloyd ; Macavoy, Zoe ; Mace, Georgina ; Mallon, David ; Masi, Monica ; McKnight, Meghan ; Medellin, Rodrigo ; Medici, Patricia ; Mills, Gus ; Moehlman, Patricia ; Molur, Sanjay ; Mora, Arturo ; Nowell, Kristin ; Oates, John ; Olech, Wanda ; Oliver, William ; Oprea, Monik ; Patterson, Bruce ; Perrin, William ; Polidoro, Beth ; Pollock, Caroline ; Powel, Abigail ; Protas, Yelizaveta ; Racey, Paul ; Ragle, Jim ; Ramani, Pavithra ; Rathbun, Galen ; Reeves, Randall ; Reilly, Stephen ; Reynolds III, John ; Rondinini, Carlo ; Rosell-Ambal, Ruth ; Rulli, Monica ; Rylands, Anthony ; Savini, Simona ; Schank, Cody ; Sechrest, Wes ; Self-Sullivan, Caryn ; Shoemaker, Alan ; Sillero-Zubiri, Claudio ; De Silva, Naamal ; Smith, David ; Srinivasulu, Chelmala ; Stephenson, Peter ; van Strien, Nico ; Kumar Talukdar, Bibhab ; Taylor, Barbara ; Timmins, Rob ; Tirira, Diego ; Tognelli, Marcelo ; Tsytsulina, Katerina ; Veiga, Liza ; Vie, Jean-Christophe ; Williamson, Elizabeth ; Wyatt, Sarah ; Yan, Xie ; Young, Bruce"	"Science"	"10.1126/science.1165115"
"NCEAS"	"1999"	"A dynamic model of human dispersal in a land-based economy"	"Towner, Mary"	"Behavioral Ecology and Sociobiology"	"10.1007/s002650050596"
"NCEAS"	"2008"	"A general model for food web structure"	"Allesina, Stefano ; Alonso, David ; Pascual, Mercedes"	"Science"	"10.1126/science.1156269"
"NCEAS"	"2007"	"A knowledge environment for the biodiversity and ecological sciences"	"Mitchener, William ; Beach, James ; Jones, Matthew ; Ludaescher, Bertram ; Pennington, Deana ; Pereira, Ricardo ; Rajasekar, Arcot ; Schildhauer, Mark"	"Journal of Intelligent Information Systems"	"10.1007/s10844-006-0034-8"
"NCEAS"	"2006"	"A quantitative synthesis of pollen supplementation experiments highlights the contribution of resource reallocation to estimates of pollen limitation"	"Knight, Tiffany ; Steets, Janette ; Ashman, Tia-Lynn"	"American Journal of Botany"	"10.3732/ajb.93.2.271"
"NCEAS"	"2007"	"An ontology for describing and synthesizing ecological observation data"	"Madin, Joshua ; Bowers, Shawn ; Schildhauer, Mark ; Krivov, Serguei ; Pennington, Deana ; Villa, Ferdinando"	"Ecological Economics"	"10.1016/j.ecoinf.2007.05.004"
"NCEAS"	"2007"	"Area and mammalian elevational diversity"	"McCain, Christy"	"Ecology"	NA
"NCEAS"	"2005"	"Assessing suitability for conservation action: Prioritizing interpond linkages for the california tiger salamander"	"Pyke, Chris"	"Conservation Biology"	"10.1111/j.1523-1739.2005.00018.x"
"NCEAS"	"2006"	"Asymmetry in community regulation: Effects of predators and productivity"	"Borer, Elizabeth ; Halpern, Benjamin ; Seabloom, Eric"	"Ecology"	"10.1890/0012-9658(2006)87[2813:AICREO]2.0.CO;2"
"NCEAS"	"2000"	"Belowground consequences of vegetation change and their treatment in models"	"Jackson, Robert ; Schenk, H.  ; Jobbagy, Esteban ; Canadell, Josep ; Colello, Greg ; Dickinson, Robert ; Field, Christopher ; Friedlingstein, Pierre ; Heimann, Martin ; Hibbard, Kathy ; Kicklighter, David ; Kleidon, Axel ; Neilson, Ronald ; Parton, William ; Sala, Osvaldo ; Sykes, Martin"	"Ecological Applications"	"10.1890/1051-0761(2000)010[0470:BCOVCA]2.0.CO;2"
"NCEAS"	"2004"	"Cattle grazing mediates climate change impacts on ephemeral wetlands"	"Pyke, Chris ; Marty, Jaymee"	"Conservation Biology"	"10.1111/j.1523-1739.2005.00233.x"
"NCEAS"	"2006"	"Changes in the distribution and abundance of Dreissena polymorpha within lakes through time"	"Burlakova, Lyubov ; Karatayev, Alexander ; Padilla, Dianna"	"Hydrobiologia"	"10.1007/s10750-006-0234-9"
"NCEAS"	"2004"	"Changing habitat and habitat use by birds after the Exxon Valdez oil spill, 1989-2001"	"Wiens, John ; Day, Robert ; Murphy, Stephen ; Parker, Keith"	"Ecological Applications"	"10.1890/02-5340"
"NCEAS"	"2000"	"Composition and structure of bat assemblages in Paraguay: A subtropical-temperate interface"	"Willig, Michael ; Presley, S. ; Owen, R. ; Lopez-Gonzalez, Celia"	"Journal of Mammalogy"	"10.1644/1545-1542(2000)081%3C0386:CASOBA%3E2.0.CO;2"
"NCEAS"	"2007"	"Concurrent niche and neutral processes in the competition-colonization model of species coexistence"	"Cadotte, Marc"	"Proceedings of the Royal Society B-Biological Sciences"	"10.1098/rspb.2007.0925"
"NCEAS"	"2007"	"Could temperature and water availability drive elevational species richness patterns? a global case study for bats"	"McCain, Christy"	"Global Ecology and Biogeography"	"10.1111/j.1466-8238.2006.00263.x"
"NCEAS"	"2006"	"Current shifts and kin aggregation explain genetic patchiness in fish recruits"	"Selkoe, Kimberly ; Gaines, Steven ; Caselle, Jennifer ; Warner, Robert"	"Ecology"	NA
"NCEAS"	"2005"	"Data integration and workflow solutions for ecology"	"Michener, William ; Beach, James ; Bowers, Shawn ; Downey, Laura ; Jones, Matthew ; Ludaescher, Bertram ; Pennington, Deana ; Rajasekar, Arcot ; Romanello, Samantha ; Schildhauer, Mark ; Vieglais, David ; Zhang, Jianting"	"Data Integration in the Life Sciences"	"10.1007/11530084_32"
"NCEAS"	"2005"	"Data procurement for enabling scientific workflows: On exploring inter-ant parasitism"	"Bowers, Shawn ; Thau, Dave ; Williams, Richard ; Ludaescher, Bertram"	"Science Environment for Ecological Knowledge"	"10.1007/978-3-540-31839-2_5"
"NCEAS"	"2000"	"Density compensation in new world bat communities"	"Stevens, Richard ; Willig, Michael"	"Oikos"	"10.1034/j.1600-0706.2000.890218.x"
"NCEAS"	"2006"	"Do elevational range size, abundance, and body size patterns mirror those documented for geographic ranges? A case study using Costa Rican rodents"	"McCain, Christy"	"Evolutionary Ecology Research"	NA
"NCEAS"	"2008"	"Do non-native plant species affect the shape of productivity-diversity relationships?"	"Drake, John ; Cleland, Elsa ; Horner-Devine,  M. Claire ; Fleishman, Erica ; Bowles, Christy ; Smith, Melinda ; Carney, Karen ; Emery, Sarah ; Gramling, Joel ; Vandermast, David ; Grace, James"	"American Midland Naturalist"	NA
"NCEAS"	"2005"	"Ecological consequences of phenotypic plasticity"	"Miner, Benjamin ; Sultan, Sonia ; Morgan, Steven ; Padilla, Dianna ; Relyea, Rick"	"Trends in Ecology and Evolution"	"10.1016/j.tree.2005.08.002"
"NCEAS"	"2007"	"Ecological correlates of geographical range occupancy in North American birds"	"Hurlbert, Allen ; White, Ethan"	"Global Ecology and Biogeography"	"10.1111/j.1466-8238.2007.00335.x"
"NCEAS"	"2008"	"Ecological factors contributing to variation in the scaling of metabolic rate with body mass in fishes"	"Killen, Shaun ; Atkinson, David ; Glazier, Douglas"	"Comparative Biochemistry and Physiology"	"10.1016/j.cbpa.2008.04.243"
"NCEAS"	"2006"	"Ecotypic variation in the context of global climate change: Revisiting the rules"	"Millien, Virginie ; Lyons, Kathleen  ; Olson, Link ; Smith, Felisa ; Wilson, Anthony ; Yom-Tov, Yoram"	"Ecology Letters"	"10.1111/j.1461-0248.2006.00928.x"
"NCEAS"	"2007"	"Effective global conservation strategies. Reply"	"Grenyer, Richard ; Orme, David ; Davies, T. Jonathan ; Jackson, Sarah ; Davies, Richard ; Olson, Valerie ; Jones, Kate ; Gaston, Kevin ; Blackburn, Tim ; Thomas, Gavin ; Bennett, Peter ; Rasmussen, Pam ; Ding, Tzung-Su ; Gittleman, John ; Owens, Ian"	"Brief Communications Arising"	"10.1038/nature06374"
"NCEAS"	"2008"	"Does double-blind review favor female authors? Reply"	"Budden, Amber ; Aarssen, Lonnie ; Koricheva, Julia ; Leimu, Roosa ; Lortie, Christopher ; Tregenza, Tom"	"Write Back"	"10.1890/1540-9295(2008)6[354a:DDRFFA]2.0.CO;2"
"NCEAS"	"2005"	"Endosymbionts of Dreissena Polymorpha in Ireland: Evidence for the introduction of adult mussels"	"Burlakova, Lyubov ; Padilla, Dianna ; Karatayev, Alexander ; Minchin, Dan"	"Journal of Molluscan Studies"	"10.1093/mollus/eyi067"
"NCEAS"	"2008"	"Energetic constraints on an early developmental stage: A comparative view"	"Gillooly, James ; Londono, Gustavo ; Allen, Andrew"	"Biology Letters"	"10.1098/rsbl.2007.0460"
"NCEAS"	"2003"	"Environmental control of leaf area production: Implications for vegetation and land-surface modeling"	"Cowling, Sharon ; Field, Christopher"	"Global Biogeochemical Cycles"	"10.1029/2002GB001915"
"NCEAS"	"2003"	"Estimating community stability and ecological interactions from time-series data"	"Ives, Anthony ; Dennis, Brian ; Cottingham, Kathryn ; Carpenter, Stephen"	"Ecological Monographs"	"10.1890/0012-9615(2003)073[0301:ECSAEI]2.0.CO;2"
"NCEAS"	"2007"	"Evaluating an invasive species policy: Ballast water exchange in the Great Lakes"	"Costello, Christopher ; Drake, John ; Lodge, David"	"Ecological Applications"	"10.1890/06-0190"
"NCEAS"	"2005"	"Functional morphology meets macroecology: Size and shape distributions of New World bats"	"Stevens, Richard"	"Evolutionary Ecology Research"	NA
"NCEAS"	"2008"	"Global variation in diversification rates of flowering plants: Energy vs. climate change"	"Jansson, Roland ; Davies, T. Jonathan"	"Ecology Letters"	"10.1111/j.1461-0248.2007.01138.x"
"NCEAS"	"2004"	"Habitat loss confounds climate change impacts"	"Pyke, Chris"	"Frontiers in Ecology and the Environment"	"10.2307/3868312"
"NCEAS"	"2007"	"Immigration events dispersed in space and time: Factors affecting invasion success"	"Drury, Kevin ; Drake, John ; Lodge, David ; Dwyer, Greg"	"Ecological Modelling"	"10.1016/j.ecolmodel.2007.03.017"
"NCEAS"	"2000"	"Impacts of extreme weather and climate on terrestrial biota"	"Parmesan, Camille ; Root, Terry ; Willig, Michael"	"Bulletin of the American Meteorological Society"	"10.1175/1520-0477(2000)081%3C0443:IOEWAC%3E2.3.CO;2"
"NCEAS"	"2004"	"Indirect effects of an introduced ungulate on pollination and plant reproduction"	"Vazquez, Diego ; Simberloff, Daniel"	"Ecological Monographs"	"10.1890/02-4055"
"NCEAS"	"2005"	"Interactions between habitat loss and climate change: implications for fairy shrimp in the central valley ecoregion of California, USA"	"Pyke, Chris"	"Climatic Change"	"10.1007/s10584-005-6011-3"
"NCEAS"	"2008"	"Iridaceae 'out of Australasia'? Phylogeny, biogeography, and divergence time based on plastid dna sequences"	"Goldblatt, Peter ; Rodriguez, Aaron ; Powell, M.P. ; Davies, T. Jonathan ; Manning, John ; van der Bank, M. ; Savolainen, Vincent"	"Systematic Botany"	"10.1600/036364408785679806"
"NCEAS"	"2007"	"Land use and land cover tools for climate adaptation"	"Pyke, Chris ; Andelman, Sandy"	"Climatic Change"	"10.1007/s10584-006-9110-x"
"NCEAS"	"2008"	"Late quaternary biomes of Canada and the eastern United States"	"Williams, John ; Webb, Thompson ; Richard, Pierre ; Newby, Paige"	"Journal of Biogeography"	NA
"NCEAS"	"2006"	"Legacies in life histories"	"Padilla, Dianna ; Miner, Benjamin"	"Integrative and Comparative Biology"	"10.1093/icb/icj029"
"NCEAS"	"2002"	"Legitimizing fluvial ecosystems as users of water: An overview"	"Naiman, Robert ; Bunn, Stuart ; Nilsson, Christer ; Petts, Geoff ; Pinay, Gilles ; Thompson, Lisa"	"Environmental Management"	NA
"NCEAS"	"2001"	"Linking dispersal and resources in humans. Life history data from Oakham, Massachusetts (1750-1850)"	"Towner, Mary"	"Human Nature-An Interdisciplinary Biosocial Perspective"	"10.1007/s12110-001-1002-1"
"NCEAS"	"2007"	"Little evidence for climate effects on local-scale structure and dynamics of California kelp forest communities"	"Halpern, Benjamin ; Cottenie, Karl"	"Global Change Biology"	"10.1111/j.1365-2486.2006.01243.x"
"NCEAS"	"2008"	"Managing for cumulative impacts in ecosystem-based management through ocean zoning"	"Halpern, Benjamin ; McLeod, Karen ; Rosenberg, Andrew ; Crowder, Larry"	"Ocean &amp; Coastal Management"	"10.1016/j.ocecoaman.2007.08.002"
"NCEAS"	"2006"	"Map misclassification can cause large errors in landscape pattern indices: Examples from habitat fragmentation"	"Langford, William ; Gergel, Sarah ; Dietterich, Thomas ; Cohen, Warren"	"Ecosystems"	"10.1007/s10021-005-0119-1"
"NCEAS"	"2007"	"Marine ecoregions of the world: A bioregionalization of coastal and shelf areas"	"Spalding, Mark ; Fox, Helen ; Allen, Gerald ; Davidson, Nick ; Ferdana, Zach ; Finlayson, Max ; Halpern, Benjamin ; Jorge, Miguel ; Lombana, Al ; Lourie, Sara ; Martin, Kirsten ; McManus, Edmund ; Molnar, Jennifer ; Recchia, Cheri ; Robertson, James"	"BioScience"	"10.1641/B570707"
"NCEAS"	"2001"	"Net primary production in tropical forests: An evaluation and synthesis of existing field data"	"Clark, Deborah ; Brown, Sandra ; Kicklighter, David ; Chambers, Jeff ; Thomlinson, John ; Ni, Jian ; Holland, Elisabeth"	"Ecological Applications"	"10.1890/1051-0761(2001)011[0371:NPPITF]2.0.CO;2"
"NCEAS"	"2001"	"On drawing conclusions nine years after the Exxon Valdez oil spill"	"Wiens, John ; Day, Robert ; Murphy, Stephen ; Parker, Keith"	"Condor"	"10.1650/0010-5422(2001)103[0886:ODCNYA]2.0.CO;2"
"NCEAS"	"2005"	"On the lack of good scientific reasons for the growing phylogeny/classification gap"	"Franz, Nico"	"Cladistics"	"10.1111/j.1096-0031.2005.00080.x"
"NCEAS"	"2006"	"Perceived barriers to integrating social science and conservation"	"Fox, Helen ; Christian, Caroline ; Nordby, J. ; Pergrams, Oliver ; Peterson, Garry ; Pyke, Chris"	"Conservation Biology"	"10.1111/j.1523-1739.2006.00598.x"
"NCEAS"	"2007"	"Photooxidation of wetland and riverine dissolved organic matter: Altered copper complexation and organic composition"	"Brooks, Marjorie ; Meyer, Joseph ; McKnight, Diane"	"Hydrobiologia"	"10.1007/s10750-006-0387-6"
"NCEAS"	"2007"	"Beach tar accumulation, transport mechanisms, and sources of variability at Coal Oil Point, California"	"Del Sontro, Tonya ; Leifer, Ira ; Luyendyk, Bruce ; Broitman, Bernardo"	"Marine Pollution Bulletin"	"10.1016/j.marpolbul.2007.04.022"
"NCEAS"	"2006"	"Brown tide alga, Aureococcus anophagefferens, can affect growth but not survivorship of Mercenaria mercenaria larvae"	"Padilla, Dianna ; Doall, Michael ; Gobler, Christopher ; Hartson, Amanda ; O'Boyle, Kim"	"Harmful Algae"	"10.1016/j.hal.2006.03.004"
"NCEAS"	"2007"	"Challenges in the application of geometric constraint models"	"McClain, Craig ; White, Ethan ; Hurlbert, Allen"	"Global Ecology and Biogeography"	"10.1111/j.1466-8238.2007.00286.x"
"NCEAS"	"2006"	"Planning for robust reserve networks using uncertainty analysis"	"Moilanen, Atte ; Runge, Michael ; Elith, Jane ; Tyre, Andrew ; Carmel, Yohay ; Fegraus, Eric ; Wintle, Brendan ; Burgman, Mark ; Ben-Haim, Yakov"	"Ecological Modelling"	"10.1016/j.ecolmodel.2006.07.004"
"NCEAS"	"2000"	"Pollen-based biomes for Beringia 18,000,  6000 and 0 C-14 yr BP"	"Edwards, M.E. ; Anderson, P. Mark ; Brubaker, Linda ; Ager, Thomas ; Andreev, A. ; Bigelow, N.H. ; Cwynar, L. ; Eisner, W.R. ; Harrison, Susan ; Hu, F. ; Jolly, D. ; Lozhkin, A. ; MacDonald, Glen ; Mock, C. ; Ritchie, J. ; Sher, A. ; Spear, R. ; Williams, John ; Yu, G."	"Journal of Biogeography"	"10.1046/j.1365-2699.2000.00426.x"
"NCEAS"	"2005"	"Propagule pressure and persistence in experimental populations"	"Drake, John ; Baggenstos, Peter ; Lodge, David"	"Biology Letters"	"10.1098/rsbl.2005.0375"
"NCEAS"	"2007"	"Rate of species introductions in the Great Lakes via ships' ballast water and sediments"	"Drake, John ; Lodge, David"	"Canadian Journal of Fisheries and Aquatic Sciences"	"10.1139/f07-029"
"NCEAS"	"2002"	"Rainfall variability, carbon cycling, and plant species diversity in a mesic grassland"	"Knapp, Alan ; Fay, Philip ; Blair, John ; Collins, Scott ; Smith, Melinda ; Carlisle, Jonathan ; Harper, Christopher ; Danner, Brett ; Lett, Michelle ; McCarron, James"	"Science"	"10.1126/science.1076347"
"NCEAS"	"2008"	"Response to comment on a global map of human impact on marine ecosystems"	"Selkoe, Kimberly ; Kappel, Carrie ; Halpern, Benjamin ; Micheli, Fiorenza ; D'Agrosa, Caterina ; Bruno, John ; Casey, Kenneth ; Ebert, Colin ; Fox, Helen ; Fujita, Rod ; Heinemann, Dennis ; Lenihan, Hunter ; Madin, Elizabeth ; Perry, Matthew ; Selig, Elizabeth ; Spalding, Mark ; Steneck, Robert ; Walbridge, Shaun ; Watson, Reg"	"Science"	"10.1126/science.1158007"
"NCEAS"	"2008"	"Response to Webb et al.: Double-blind review: accept with minor revisions"	"Budden, Amber ; Lortie, Christopher ; Tregenza, Tom ; Aarssen, Lonnie ; Koricheva, Julia ; Leimu, Roosa"	"Trends in Ecology and Evolution"	"10.1016/j.tree.2008.04.001"
"NCEAS"	"2008"	"Response to Whittaker: Challenges in testing for gender bias"	"Budden, Amber ; Aarssen, Lonnie ; Koricheva, Julia ; Leimu, Roosa ; Lortie, Christopher ; Tregenza, Tom"	"Trends in Ecology and Evolution"	"10.1016/j.tree.2008.06.004"
"NCEAS"	"2005"	"Risk analysis for invasive species and emerging infectious diseases: Concepts and applications"	"Drake, John"	"American Midland Naturalist"	"10.1674/0003-0031(2005)153[0004:RAFISA]2.0.CO;2"
"NCEAS"	"2007"	"Risk assessment for invasive species produces net bioeconomic benefits"	"Keller, Reuben ; Lodge, David ; Finnoff, David"	"Proceedings of the National Academy of Sciences"	"10.1073/pnas.0605787104"
"NCEAS"	"2002"	"Riverine landscapes: taking landscape ecology into the water"	"Wiens, John"	"Freshwater Biology"	"10.1046/j.1365-2427.2002.00887.x"
"NCEAS"	"2008"	"Scale-dependent responses of plant biodiversity to nitrogen enrichment"	"Cox, Stephen ; Clark, Christopher ; Cleland, Elsa ; Suding, Katharine ; Weiher, Evan ; Pennington, Deana"	"Ecology"	"10.1890/07-0971.1"
"NCEAS"	"2006"	"Seed size and plant strategy across the whole life cycle"	"Moles, Angela ; Westoby, Mark"	"Oikos"	"10.1111/j.0030-1299.2006.14194.x"
"NCEAS"	"2004"	"Selection of bioclimatically representative biological reserve systems under climate change"	"Pyke, Chris ; Fischer, Douglas"	"Biological Conservation"	"10.1016/j.biocon.2004.05.019"
"NCEAS"	"2007"	"Selective extinction of late Neogene bivalves on the temperate Pacific coast of South America"	"Rivadeneira, M. ; Marquet, Pablo"	"Paleobiology"	"10.1017/S0094837300026397"
"NCEAS"	"2008"	"Shaking a leg and hot to trot: The effects of body size and temperature on running speed in ants"	"Hurlbert, Allen ; Iv, Ford ; Powell, Scott"	"Ecological Entomology"	"10.1111/j.1365-2311.2007.00962.x"
